second,Volt_1,Hertz,Volt_2
-9.22000E-03,+3.04020E-03,+1.890000E+03,+1.57206E-03
-9.21000E-03,-5.00000E-03,+1.895000E+03,+1.57206E-03
-9.20000E-03,+3.04020E-03,+1.900000E+03,+1.57206E-03
-9.19000E-03,+3.04020E-03,+1.905000E+03,+1.57206E-03
-9.18000E-03,-5.00000E-03,+1.910000E+03,+1.57206E-03
-9.17000E-03,+2.53769E-03,+1.915000E+03,+1.57206E-03
-9.16000E-03,-5.00000E-03,+1.920000E+03,+1.57206E-03
-9.15000E-03,-5.00000E-03,+1.925000E+03,+1.57206E-03
-9.14000E-03,+3.04020E-03,+1.930000E+03,+1.57206E-03
-9.13000E-03,-5.00000E-03,+1.935000E+03,+1.57206E-03
-9.12000E-03,+2.53769E-03,+1.940000E+03,+1.59159E-03
-9.11000E-03,+3.04020E-03,+1.945000E+03,+1.59159E-03
-9.10000E-03,+2.53769E-03,+1.950000E+03,+1.61113E-03
-9.09000E-03,+3.04020E-03,+1.955000E+03,+1.61113E-03
-9.08000E-03,+2.53769E-03,+1.960000E+03,+1.61113E-03
-9.07000E-03,-5.00000E-03,+1.965000E+03,+1.63066E-03
-9.06000E-03,-5.00000E-03,+1.970000E+03,+1.63066E-03
-9.05000E-03,+2.53769E-03,+1.975000E+03,+1.65019E-03
-9.04000E-03,-5.00000E-03,+1.980000E+03,+1.66972E-03
-9.03000E-03,+2.53769E-03,+1.985000E+03,+1.66972E-03
-9.02000E-03,-5.00000E-03,+1.990000E+03,+1.66972E-03
-9.01000E-03,-5.00000E-03,+1.995000E+03,+1.66972E-03
-9.00000E-03,+3.04020E-03,+2.000000E+03,+1.66972E-03
-8.99000E-03,+2.53769E-03,+2.005000E+03,+1.68925E-03
-8.98000E-03,-5.00000E-03,+2.010000E+03,+1.68925E-03
-8.97000E-03,+3.04020E-03,+2.015000E+03,+1.70878E-03
-8.96000E-03,+2.53769E-03,+2.020000E+03,+1.70878E-03
-8.95000E-03,+3.04020E-03,+2.025000E+03,+1.70878E-03
-8.94000E-03,+3.04020E-03,+2.030000E+03,+1.70878E-03
-8.93000E-03,+2.53769E-03,+2.035000E+03,+1.70878E-03
-8.92000E-03,+3.04020E-03,+2.040000E+03,+1.70878E-03
-8.91000E-03,+3.04020E-03,+2.045000E+03,+1.68925E-03
-8.90000E-03,-5.00000E-03,+2.050000E+03,+1.68925E-03
-8.89000E-03,+3.04020E-03,+2.055000E+03,+1.68925E-03
-8.88000E-03,+3.04020E-03,+2.060000E+03,+1.68925E-03
-8.87000E-03,-5.00000E-03,+2.065000E+03,+1.68925E-03
-8.86000E-03,-5.00000E-03,+2.070000E+03,+1.66972E-03
-8.85000E-03,-5.00000E-03,+2.075000E+03,+1.66972E-03
-8.84000E-03,+3.04020E-03,+2.080000E+03,+1.66972E-03
-8.83000E-03,+2.53769E-03,+2.085000E+03,+1.66972E-03
-8.82000E-03,-5.00000E-03,+2.090000E+03,+1.66972E-03
-8.81000E-03,-5.00000E-03,+2.095000E+03,+1.66972E-03
-8.80000E-03,-5.00000E-03,+2.100000E+03,+1.66972E-03
-8.79000E-03,-5.00000E-03,+2.105000E+03,+1.66972E-03
-8.78000E-03,+3.04020E-03,+2.110000E+03,+1.66972E-03
-8.77000E-03,-5.00000E-03,+2.115000E+03,+1.66972E-03
-8.76000E-03,+3.04020E-03,+2.120000E+03,+1.66972E-03
-8.75000E-03,+3.04020E-03,+2.125000E+03,+1.66972E-03
-8.74000E-03,+3.04020E-03,+2.130000E+03,+1.68925E-03
-8.73000E-03,+2.53769E-03,+2.135000E+03,+1.68925E-03
-8.72000E-03,+3.04020E-03,+2.140000E+03,+1.68925E-03
-8.71000E-03,-5.00000E-03,+2.145000E+03,+1.68925E-03
-8.70000E-03,-5.00000E-03,+2.150000E+03,+1.68925E-03
-8.69000E-03,+3.04020E-03,+2.155000E+03,+1.68925E-03
-8.68000E-03,+3.04020E-03,+2.160000E+03,+1.70878E-03
-8.67000E-03,+3.04020E-03,+2.165000E+03,+1.72831E-03
-8.66000E-03,+3.04020E-03,+2.170000E+03,+1.72831E-03
-8.65000E-03,-5.00000E-03,+2.175000E+03,+1.72831E-03
-8.64000E-03,+3.04020E-03,+2.180000E+03,+1.72831E-03
-8.63000E-03,+3.04020E-03,+2.185000E+03,+1.72831E-03
-8.62000E-03,+3.04020E-03,+2.190000E+03,+1.72831E-03
-8.61000E-03,+3.04020E-03,+2.195000E+03,+1.74784E-03
-8.60000E-03,-5.00000E-03,+2.200000E+03,+1.76738E-03
-8.59000E-03,+3.04020E-03,+2.205000E+03,+1.76738E-03
-8.58000E-03,+3.04020E-03,+2.210000E+03,+1.78691E-03
-8.57000E-03,+3.04020E-03,+2.215000E+03,+1.78691E-03
-8.56000E-03,+3.04020E-03,+2.220000E+03,+1.78691E-03
-8.55000E-03,+3.04020E-03,+2.225000E+03,+1.78691E-03
-8.54000E-03,+3.04020E-03,+2.230000E+03,+1.78691E-03
-8.53000E-03,+3.04020E-03,+2.235000E+03,+1.80644E-03
-8.52000E-03,-5.00000E-03,+2.240000E+03,+1.80644E-03
-8.51000E-03,+3.04020E-03,+2.245000E+03,+1.82597E-03
-8.50000E-03,+3.04020E-03,+2.250000E+03,+1.82597E-03
-8.49000E-03,+3.04020E-03,+2.255000E+03,+1.82597E-03
-8.48000E-03,-5.00000E-03,+2.260000E+03,+1.82597E-03
-8.47000E-03,-5.00000E-03,+2.265000E+03,+1.82597E-03
-8.46000E-03,+2.53769E-03,+2.270000E+03,+1.84550E-03
-8.45000E-03,+3.04020E-03,+2.275000E+03,+1.84550E-03
-8.44000E-03,-5.00000E-03,+2.280000E+03,+1.84550E-03
-8.43000E-03,+3.04020E-03,+2.285000E+03,+1.84550E-03
-8.42000E-03,-5.00000E-03,+2.290000E+03,+1.84550E-03
-8.41000E-03,-5.00000E-03,+2.295000E+03,+1.84550E-03
-8.40000E-03,-5.00000E-03,+2.300000E+03,+1.84550E-03
-8.39000E-03,-5.00000E-03,+2.305000E+03,+1.84550E-03
-8.38000E-03,-12.53769E-03,+2.310000E+03,+1.82597E-03
-8.37000E-03,+2.53769E-03,+2.315000E+03,+1.82597E-03
-8.36000E-03,+3.04020E-03,+2.320000E+03,+1.82597E-03
-8.35000E-03,+3.04020E-03,+2.325000E+03,+1.82597E-03
-8.34000E-03,-5.00000E-03,+2.330000E+03,+1.80644E-03
-8.33000E-03,+3.04020E-03,+2.335000E+03,+1.80644E-03
-8.32000E-03,+3.04020E-03,+2.340000E+03,+1.78691E-03
-8.31000E-03,+2.53769E-03,+2.345000E+03,+1.78691E-03
-8.30000E-03,+2.53769E-03,+2.350000E+03,+1.76738E-03
-8.29000E-03,-5.00000E-03,+2.355000E+03,+1.76738E-03
-8.28000E-03,+3.04020E-03,+2.360000E+03,+1.74784E-03
-8.27000E-03,-5.00000E-03,+2.365000E+03,+1.74784E-03
-8.26000E-03,-5.00000E-03,+2.370000E+03,+1.72831E-03
-8.25000E-03,+3.04020E-03,+2.375000E+03,+1.72831E-03
-8.24000E-03,-5.00000E-03,+2.380000E+03,+1.72831E-03
-8.23000E-03,+2.53769E-03,+2.385000E+03,+1.70878E-03
-8.22000E-03,+3.04020E-03,+2.390000E+03,+1.70878E-03
-8.21000E-03,+3.04020E-03,+2.395000E+03,+1.70878E-03
-8.20000E-03,-5.00000E-03,+2.400000E+03,+1.70878E-03
-8.19000E-03,+3.04020E-03,+2.405000E+03,+1.70878E-03
-8.18000E-03,+3.04020E-03,+2.410000E+03,+1.70878E-03
-8.17000E-03,+3.04020E-03,+2.415000E+03,+1.70878E-03
-8.16000E-03,+2.53769E-03,+2.420000E+03,+1.70878E-03
-8.15000E-03,-5.00000E-03,+2.425000E+03,+1.72831E-03
-8.14000E-03,+3.04020E-03,+2.430000E+03,+1.72831E-03
-8.13000E-03,-5.00000E-03,+2.435000E+03,+1.74784E-03
-8.12000E-03,+3.04020E-03,+2.440000E+03,+1.74784E-03
-8.11000E-03,+3.04020E-03,+2.445000E+03,+1.74784E-03
-8.10000E-03,-5.00000E-03,+2.450000E+03,+1.74784E-03
-8.09000E-03,+3.04020E-03,+2.455000E+03,+1.74784E-03
-8.08000E-03,+2.53769E-03,+2.460000E+03,+1.74784E-03
-8.07000E-03,-5.00000E-03,+2.465000E+03,+1.76738E-03
-8.06000E-03,+3.04020E-03,+2.470000E+03,+1.76738E-03
-8.05000E-03,+3.04020E-03,+2.475000E+03,+1.76738E-03
-8.04000E-03,+3.04020E-03,+2.480000E+03,+1.76738E-03
-8.03000E-03,+2.53769E-03,+2.485000E+03,+1.76738E-03
-8.02000E-03,+3.04020E-03,+2.490000E+03,+1.76738E-03
-8.01000E-03,+3.04020E-03,+2.495000E+03,+1.76738E-03
-8.00000E-03,-5.00000E-03,+2.500000E+03,+1.74784E-03
-7.99000E-03,+2.53769E-03,+2.505000E+03,+1.74784E-03
-7.98000E-03,+3.04020E-03,+2.510000E+03,+1.74784E-03
-7.97000E-03,+3.04020E-03,+2.515000E+03,+1.74784E-03
-7.96000E-03,+3.04020E-03,+2.520000E+03,+1.72831E-03
-7.95000E-03,-5.00000E-03,+2.525000E+03,+1.72831E-03
-7.94000E-03,-5.00000E-03,+2.530000E+03,+1.72831E-03
-7.93000E-03,-5.00000E-03,+2.535000E+03,+1.72831E-03
-7.92000E-03,+2.53769E-03,+2.540000E+03,+1.74784E-03
-7.91000E-03,-5.00000E-03,+2.545000E+03,+1.74784E-03
-7.90000E-03,+3.04020E-03,+2.550000E+03,+1.74784E-03
-7.89000E-03,-5.00000E-03,+2.555000E+03,+1.74784E-03
-7.88000E-03,+3.04020E-03,+2.560000E+03,+1.76738E-03
-7.87000E-03,+3.04020E-03,+2.565000E+03,+1.76738E-03
-7.86000E-03,-5.00000E-03,+2.570000E+03,+1.76738E-03
-7.85000E-03,+2.53769E-03,+2.575000E+03,+1.78691E-03
-7.84000E-03,-12.53769E-03,+2.580000E+03,+1.78691E-03
-7.83000E-03,+3.04020E-03,+2.585000E+03,+1.80644E-03
-7.82000E-03,+3.04020E-03,+2.590000E+03,+1.82597E-03
-7.81000E-03,-5.00000E-03,+2.595000E+03,+1.84550E-03
-7.80000E-03,+3.04020E-03,+2.600000E+03,+1.84550E-03
-7.79000E-03,+3.04020E-03,+2.605000E+03,+1.84550E-03
-7.78000E-03,+3.04020E-03,+2.610000E+03,+1.84550E-03
-7.77000E-03,+3.04020E-03,+2.615000E+03,+1.86503E-03
-7.76000E-03,+3.04020E-03,+2.620000E+03,+1.88456E-03
-7.75000E-03,+3.04020E-03,+2.625000E+03,+1.88456E-03
-7.74000E-03,+3.04020E-03,+2.630000E+03,+1.90409E-03
-7.73000E-03,+2.53769E-03,+2.635000E+03,+1.90409E-03
-7.72000E-03,+3.04020E-03,+2.640000E+03,+1.90409E-03
-7.71000E-03,+3.04020E-03,+2.645000E+03,+1.90409E-03
-7.70000E-03,+3.04020E-03,+2.650000E+03,+1.90409E-03
-7.69000E-03,+3.04020E-03,+2.655000E+03,+1.90409E-03
-7.68000E-03,+3.04020E-03,+2.660000E+03,+1.90409E-03
-7.67000E-03,+3.04020E-03,+2.665000E+03,+1.90409E-03
-7.66000E-03,-5.00000E-03,+2.670000E+03,+1.90409E-03
-7.65000E-03,+2.53769E-03,+2.675000E+03,+1.90409E-03
-7.64000E-03,+3.04020E-03,+2.680000E+03,+1.90409E-03
-7.63000E-03,+3.04020E-03,+2.685000E+03,+1.90409E-03
-7.62000E-03,+3.04020E-03,+2.690000E+03,+1.88456E-03
-7.61000E-03,-5.00000E-03,+2.695000E+03,+1.88456E-03
-7.60000E-03,-5.00000E-03,+2.700000E+03,+1.88456E-03
-7.59000E-03,-5.00000E-03,+2.705000E+03,+1.88456E-03
-7.58000E-03,+2.53769E-03,+2.710000E+03,+1.88456E-03
-7.57000E-03,-5.00000E-03,+2.715000E+03,+1.88456E-03
-7.56000E-03,-5.00000E-03,+2.720000E+03,+1.88456E-03
-7.55000E-03,-5.00000E-03,+2.725000E+03,+1.88456E-03
-7.54000E-03,+3.04020E-03,+2.730000E+03,+1.90409E-03
-7.53000E-03,+3.04020E-03,+2.735000E+03,+1.90409E-03
-7.52000E-03,+3.04020E-03,+2.740000E+03,+1.90409E-03
-7.51000E-03,-5.00000E-03,+2.745000E+03,+1.90409E-03
-7.50000E-03,-5.00000E-03,+2.750000E+03,+1.90409E-03
-7.49000E-03,+3.04020E-03,+2.755000E+03,+1.90409E-03
-7.48000E-03,-5.00000E-03,+2.760000E+03,+1.90409E-03
-7.47000E-03,+2.53769E-03,+2.765000E+03,+1.90409E-03
-7.46000E-03,+3.04020E-03,+2.770000E+03,+1.92363E-03
-7.45000E-03,+3.04020E-03,+2.775000E+03,+1.92363E-03
-7.44000E-03,+3.04020E-03,+2.780000E+03,+1.94316E-03
-7.43000E-03,+2.53769E-03,+2.785000E+03,+1.96269E-03
-7.42000E-03,+2.53769E-03,+2.790000E+03,+1.96269E-03
-7.41000E-03,+3.04020E-03,+2.795000E+03,+1.96269E-03
-7.40000E-03,+3.04020E-03,+2.800000E+03,+1.96269E-03
-7.39000E-03,-5.00000E-03,+2.805000E+03,+1.98222E-03
-7.38000E-03,+3.04020E-03,+2.810000E+03,+1.98222E-03
-7.37000E-03,+3.04020E-03,+2.815000E+03,+1.98222E-03
-7.36000E-03,-5.00000E-03,+2.820000E+03,+1.98222E-03
-7.35000E-03,-5.00000E-03,+2.825000E+03,+1.98222E-03
-7.34000E-03,-5.00000E-03,+2.830000E+03,+1.98222E-03
-7.33000E-03,+3.04020E-03,+2.835000E+03,+1.98222E-03
-7.32000E-03,-5.00000E-03,+2.840000E+03,+1.98222E-03
-7.31000E-03,+3.04020E-03,+2.845000E+03,+1.96269E-03
-7.30000E-03,-5.00000E-03,+2.850000E+03,+1.96269E-03
-7.29000E-03,-5.00000E-03,+2.855000E+03,+1.96269E-03
-7.28000E-03,-5.00000E-03,+2.860000E+03,+1.96269E-03
-7.27000E-03,+2.53769E-03,+2.865000E+03,+1.96269E-03
-7.26000E-03,+2.53769E-03,+2.870000E+03,+1.96269E-03
-7.25000E-03,+3.04020E-03,+2.875000E+03,+1.96269E-03
-7.24000E-03,+3.04020E-03,+2.880000E+03,+1.96269E-03
-7.23000E-03,+2.53769E-03,+2.885000E+03,+1.96269E-03
-7.22000E-03,+3.04020E-03,+2.890000E+03,+1.96269E-03
-7.21000E-03,+2.53769E-03,+2.895000E+03,+1.96269E-03
-7.20000E-03,+3.04020E-03,+2.900000E+03,+1.98222E-03
-7.19000E-03,+2.53769E-03,+2.905000E+03,+1.98222E-03
-7.18000E-03,+3.04020E-03,+2.910000E+03,+1.98222E-03
-7.17000E-03,+2.53769E-03,+2.915000E+03,+1.98222E-03
-7.16000E-03,-5.00000E-03,+2.920000E+03,+2.00175E-03
-7.15000E-03,+3.04020E-03,+2.925000E+03,+2.02128E-03
-7.14000E-03,+3.04020E-03,+2.930000E+03,+2.02128E-03
-7.13000E-03,-5.00000E-03,+2.935000E+03,+2.04081E-03
-7.12000E-03,+3.04020E-03,+2.940000E+03,+2.06034E-03
-7.11000E-03,+3.04020E-03,+2.945000E+03,+2.06034E-03
-7.10000E-03,-5.00000E-03,+2.950000E+03,+2.06034E-03
-7.09000E-03,-5.00000E-03,+2.955000E+03,+2.06034E-03
-7.08000E-03,+3.04020E-03,+2.960000E+03,+2.07988E-03
-7.07000E-03,+2.53769E-03,+2.965000E+03,+2.07988E-03
-7.06000E-03,-5.00000E-03,+2.970000E+03,+2.09941E-03
-7.05000E-03,+3.04020E-03,+2.975000E+03,+2.09941E-03
-7.04000E-03,-5.00000E-03,+2.980000E+03,+2.09941E-03
-7.03000E-03,-5.00000E-03,+2.985000E+03,+2.09941E-03
-7.02000E-03,-5.00000E-03,+2.990000E+03,+2.09941E-03
-7.01000E-03,-5.00000E-03,+2.995000E+03,+2.09941E-03
-7.00000E-03,+2.53769E-03,+3.000000E+03,+2.09941E-03
-6.99000E-03,+10.57789E-03,+3.005000E+03,+2.09941E-03
-6.98000E-03,+2.53769E-03,+3.010000E+03,+2.09941E-03
-6.97000E-03,-5.00000E-03,+3.015000E+03,+2.09941E-03
-6.96000E-03,-5.00000E-03,+3.020000E+03,+2.09941E-03
-6.95000E-03,+2.53769E-03,+3.025000E+03,+2.09941E-03
-6.94000E-03,-12.53769E-03,+3.030000E+03,+2.09941E-03
-6.93000E-03,-5.00000E-03,+3.035000E+03,+2.11894E-03
-6.92000E-03,-5.00000E-03,+3.040000E+03,+2.13847E-03
-6.91000E-03,-5.00000E-03,+3.045000E+03,+2.15800E-03
-6.90000E-03,+2.53769E-03,+3.050000E+03,+2.17753E-03
-6.89000E-03,+3.04020E-03,+3.055000E+03,+2.19706E-03
-6.88000E-03,+3.04020E-03,+3.060000E+03,+2.19706E-03
-6.87000E-03,+3.04020E-03,+3.065000E+03,+2.21659E-03
-6.86000E-03,+2.53769E-03,+3.070000E+03,+2.21659E-03
-6.85000E-03,-5.00000E-03,+3.075000E+03,+2.23613E-03
-6.84000E-03,+3.04020E-03,+3.080000E+03,+2.25566E-03
-6.83000E-03,+2.53769E-03,+3.085000E+03,+2.27519E-03
-6.82000E-03,-5.00000E-03,+3.090000E+03,+2.29472E-03
-6.81000E-03,-5.00000E-03,+3.095000E+03,+2.29472E-03
-6.80000E-03,+2.53769E-03,+3.100000E+03,+2.29472E-03
-6.79000E-03,-5.00000E-03,+3.105000E+03,+2.29472E-03
-6.78000E-03,+3.04020E-03,+3.110000E+03,+2.29472E-03
-6.77000E-03,-5.00000E-03,+3.115000E+03,+2.29472E-03
-6.76000E-03,-12.53769E-03,+3.120000E+03,+2.29472E-03
-6.75000E-03,-5.00000E-03,+3.125000E+03,+2.29472E-03
-6.74000E-03,+3.04020E-03,+3.130000E+03,+2.29472E-03
-6.73000E-03,-5.00000E-03,+3.135000E+03,+2.27519E-03
-6.72000E-03,+2.53769E-03,+3.140000E+03,+2.25566E-03
-6.71000E-03,+3.04020E-03,+3.145000E+03,+2.23613E-03
-6.70000E-03,+2.53769E-03,+3.150000E+03,+2.21659E-03
-6.69000E-03,+2.53769E-03,+3.155000E+03,+2.19706E-03
-6.68000E-03,+3.04020E-03,+3.160000E+03,+2.17753E-03
-6.67000E-03,+3.04020E-03,+3.165000E+03,+2.17753E-03
-6.66000E-03,-5.00000E-03,+3.170000E+03,+2.15800E-03
-6.65000E-03,+3.04020E-03,+3.175000E+03,+2.13847E-03
-6.64000E-03,-5.00000E-03,+3.180000E+03,+2.11894E-03
-6.63000E-03,-5.00000E-03,+3.185000E+03,+2.09941E-03
-6.62000E-03,+3.04020E-03,+3.190000E+03,+2.07988E-03
-6.61000E-03,+3.04020E-03,+3.195000E+03,+2.07988E-03
-6.60000E-03,+3.04020E-03,+3.200000E+03,+2.07988E-03
-6.59000E-03,+3.04020E-03,+3.205000E+03,+2.06034E-03
-6.58000E-03,+3.04020E-03,+3.210000E+03,+2.06034E-03
-6.57000E-03,+3.04020E-03,+3.215000E+03,+2.04081E-03
-6.56000E-03,+3.04020E-03,+3.220000E+03,+2.04081E-03
-6.55000E-03,+3.04020E-03,+3.225000E+03,+2.04081E-03
-6.54000E-03,+3.04020E-03,+3.230000E+03,+2.04081E-03
-6.53000E-03,+11.08040E-03,+3.235000E+03,+2.04081E-03
-6.52000E-03,+3.04020E-03,+3.240000E+03,+2.04081E-03
-6.51000E-03,-5.00000E-03,+3.245000E+03,+2.04081E-03
-6.50000E-03,+3.04020E-03,+3.250000E+03,+2.04081E-03
-6.49000E-03,-5.00000E-03,+3.255000E+03,+2.04081E-03
-6.48000E-03,+2.53769E-03,+3.260000E+03,+2.04081E-03
-6.47000E-03,-5.00000E-03,+3.265000E+03,+2.06034E-03
-6.46000E-03,-5.00000E-03,+3.270000E+03,+2.06034E-03
-6.45000E-03,+3.04020E-03,+3.275000E+03,+2.06034E-03
-6.44000E-03,+3.04020E-03,+3.280000E+03,+2.06034E-03
-6.43000E-03,-5.00000E-03,+3.285000E+03,+2.06034E-03
-6.42000E-03,+2.53769E-03,+3.290000E+03,+2.06034E-03
-6.41000E-03,-5.00000E-03,+3.295000E+03,+2.06034E-03
-6.40000E-03,+3.04020E-03,+3.300000E+03,+2.06034E-03
-6.39000E-03,-5.00000E-03,+3.305000E+03,+2.06034E-03
-6.38000E-03,+3.04020E-03,+3.310000E+03,+2.07988E-03
-6.37000E-03,+3.04020E-03,+3.315000E+03,+2.07988E-03
-6.36000E-03,-5.00000E-03,+3.320000E+03,+2.09941E-03
-6.35000E-03,-5.00000E-03,+3.325000E+03,+2.09941E-03
-6.34000E-03,-5.00000E-03,+3.330000E+03,+2.09941E-03
-6.33000E-03,+3.04020E-03,+3.335000E+03,+2.09941E-03
-6.32000E-03,+3.04020E-03,+3.340000E+03,+2.11894E-03
-6.31000E-03,+3.04020E-03,+3.345000E+03,+2.11894E-03
-6.30000E-03,+3.04020E-03,+3.350000E+03,+2.13847E-03
-6.29000E-03,-5.00000E-03,+3.355000E+03,+2.13847E-03
-6.28000E-03,+3.04020E-03,+3.360000E+03,+2.15800E-03
-6.27000E-03,+3.04020E-03,+3.365000E+03,+2.15800E-03
-6.26000E-03,+2.53769E-03,+3.370000E+03,+2.17753E-03
-6.25000E-03,-5.00000E-03,+3.375000E+03,+2.17753E-03
-6.24000E-03,+3.04020E-03,+3.380000E+03,+2.19706E-03
-6.23000E-03,-5.00000E-03,+3.385000E+03,+2.19706E-03
-6.22000E-03,-5.00000E-03,+3.390000E+03,+2.21659E-03
-6.21000E-03,-5.00000E-03,+3.395000E+03,+2.21659E-03
-6.20000E-03,-5.00000E-03,+3.400000E+03,+2.21659E-03
-6.19000E-03,+3.04020E-03,+3.405000E+03,+2.21659E-03
-6.18000E-03,+3.04020E-03,+3.410000E+03,+2.21659E-03
-6.17000E-03,+3.04020E-03,+3.415000E+03,+2.23613E-03
-6.16000E-03,+3.04020E-03,+3.420000E+03,+2.23613E-03
-6.15000E-03,+3.04020E-03,+3.425000E+03,+2.23613E-03
-6.14000E-03,+3.04020E-03,+3.430000E+03,+2.23613E-03
-6.13000E-03,-5.00000E-03,+3.435000E+03,+2.23613E-03
-6.12000E-03,-5.00000E-03,+3.440000E+03,+2.23613E-03
-6.11000E-03,-5.00000E-03,+3.445000E+03,+2.23613E-03
-6.10000E-03,-5.00000E-03,+3.450000E+03,+2.23613E-03
-6.09000E-03,-12.53769E-03,+3.455000E+03,+2.25566E-03
-6.08000E-03,-5.00000E-03,+3.460000E+03,+2.25566E-03
-6.07000E-03,+3.04020E-03,+3.465000E+03,+2.27519E-03
-6.06000E-03,+2.53769E-03,+3.470000E+03,+2.27519E-03
-6.05000E-03,-5.00000E-03,+3.475000E+03,+2.29472E-03
-6.04000E-03,-5.00000E-03,+3.480000E+03,+2.29472E-03
-6.03000E-03,+3.04020E-03,+3.485000E+03,+2.29472E-03
-6.02000E-03,-5.00000E-03,+3.490000E+03,+2.29472E-03
-6.01000E-03,-5.00000E-03,+3.495000E+03,+2.31425E-03
-6.00000E-03,-5.00000E-03,+3.500000E+03,+2.33378E-03
-5.99000E-03,+3.04020E-03,+3.505000E+03,+2.35331E-03
-5.98000E-03,+2.53769E-03,+3.510000E+03,+2.37284E-03
-5.97000E-03,+2.53769E-03,+3.515000E+03,+2.37284E-03
-5.96000E-03,+3.04020E-03,+3.520000E+03,+2.37284E-03
-5.95000E-03,-5.00000E-03,+3.525000E+03,+2.37284E-03
-5.94000E-03,+3.04020E-03,+3.530000E+03,+2.39238E-03
-5.93000E-03,+2.53769E-03,+3.535000E+03,+2.39238E-03
-5.92000E-03,+3.04020E-03,+3.540000E+03,+2.39238E-03
-5.91000E-03,-5.00000E-03,+3.545000E+03,+2.39238E-03
-5.90000E-03,+2.53769E-03,+3.550000E+03,+2.39238E-03
-5.89000E-03,-5.00000E-03,+3.555000E+03,+2.39238E-03
-5.88000E-03,-5.00000E-03,+3.560000E+03,+2.39238E-03
-5.87000E-03,-5.00000E-03,+3.565000E+03,+2.39238E-03
-5.86000E-03,+3.04020E-03,+3.570000E+03,+2.37284E-03
-5.85000E-03,+3.04020E-03,+3.575000E+03,+2.37284E-03
-5.84000E-03,+3.04020E-03,+3.580000E+03,+2.37284E-03
-5.83000E-03,+3.04020E-03,+3.585000E+03,+2.37284E-03
-5.82000E-03,-5.00000E-03,+3.590000E+03,+2.35331E-03
-5.81000E-03,+3.04020E-03,+3.595000E+03,+2.35331E-03
-5.80000E-03,-5.00000E-03,+3.600000E+03,+2.33378E-03
-5.79000E-03,-5.00000E-03,+3.605000E+03,+2.31425E-03
-5.78000E-03,-5.00000E-03,+3.610000E+03,+2.31425E-03
-5.77000E-03,-5.00000E-03,+3.615000E+03,+2.31425E-03
-5.76000E-03,+3.04020E-03,+3.620000E+03,+2.31425E-03
-5.75000E-03,-5.00000E-03,+3.625000E+03,+2.31425E-03
-5.74000E-03,+3.04020E-03,+3.630000E+03,+2.31425E-03
-5.73000E-03,+3.04020E-03,+3.635000E+03,+2.31425E-03
-5.72000E-03,+3.04020E-03,+3.640000E+03,+2.31425E-03
-5.71000E-03,+3.04020E-03,+3.645000E+03,+2.33378E-03
-5.70000E-03,+3.04020E-03,+3.650000E+03,+2.33378E-03
-5.69000E-03,-5.00000E-03,+3.655000E+03,+2.33378E-03
-5.68000E-03,+3.04020E-03,+3.660000E+03,+2.33378E-03
-5.67000E-03,-5.00000E-03,+3.665000E+03,+2.35331E-03
-5.66000E-03,+2.53769E-03,+3.670000E+03,+2.35331E-03
-5.65000E-03,-12.53769E-03,+3.675000E+03,+2.35331E-03
-5.64000E-03,-5.00000E-03,+3.680000E+03,+2.35331E-03
-5.63000E-03,+3.04020E-03,+3.685000E+03,+2.37284E-03
-5.62000E-03,-5.00000E-03,+3.690000E+03,+2.37284E-03
-5.61000E-03,-5.00000E-03,+3.695000E+03,+2.37284E-03
-5.60000E-03,-5.00000E-03,+3.700000E+03,+2.37284E-03
-5.59000E-03,-5.00000E-03,+3.705000E+03,+2.39238E-03
-5.58000E-03,+3.04020E-03,+3.710000E+03,+2.39238E-03
-5.57000E-03,-5.00000E-03,+3.715000E+03,+2.39238E-03
-5.56000E-03,+2.53769E-03,+3.720000E+03,+2.41191E-03
-5.55000E-03,-5.00000E-03,+3.725000E+03,+2.41191E-03
-5.54000E-03,+2.53769E-03,+3.730000E+03,+2.41191E-03
-5.53000E-03,+3.04020E-03,+3.735000E+03,+2.41191E-03
-5.52000E-03,-5.00000E-03,+3.740000E+03,+2.41191E-03
-5.51000E-03,+2.53769E-03,+3.745000E+03,+2.41191E-03
-5.50000E-03,-5.00000E-03,+3.750000E+03,+2.41191E-03
-5.49000E-03,+2.53769E-03,+3.755000E+03,+2.41191E-03
-5.48000E-03,-5.00000E-03,+3.760000E+03,+2.43144E-03
-5.47000E-03,+3.04020E-03,+3.765000E+03,+2.43144E-03
-5.46000E-03,-5.00000E-03,+3.770000E+03,+2.43144E-03
-5.45000E-03,+3.04020E-03,+3.775000E+03,+2.43144E-03
-5.44000E-03,+3.04020E-03,+3.780000E+03,+2.43144E-03
-5.43000E-03,+3.04020E-03,+3.785000E+03,+2.43144E-03
-5.42000E-03,+3.04020E-03,+3.790000E+03,+2.43144E-03
-5.41000E-03,+3.04020E-03,+3.795000E+03,+2.43144E-03
-5.40000E-03,+3.04020E-03,+3.800000E+03,+2.43144E-03
-5.39000E-03,-5.00000E-03,+3.805000E+03,+2.43144E-03
-5.38000E-03,+3.04020E-03,+3.810000E+03,+2.43144E-03
-5.37000E-03,+3.04020E-03,+3.815000E+03,+2.43144E-03
-5.36000E-03,+2.53769E-03,+3.820000E+03,+2.43144E-03
-5.35000E-03,+2.53769E-03,+3.825000E+03,+2.43144E-03
